size,distance_from_center,price
95,6.23083,209132
95,6.23083,209132
95,6.23083,209132
95,6.23083,209132
95,6.23083,209132
95,6.23083,209132
95,6.23083,209132
133,7.80819,209000
90,5.09024,209000
70,0.156989,209000
92,0.156989,209000
89,5.09024,209000
92,0.156989,209000
84,2.3617,209000
90,5.09024,209000
92,0.156989,209000
92,0.644219,209000
89,5.09024,209000
93,1.43364,209000
100,9.71245,209000
100,9.71245,209000
90,5.09024,209000
90,5.33391,209000
70,0.424649,209000
95,0.156989,209000
90,5.09024,209000
113,5.09024,209000
76,1.43364,208888
76,1.43364,208888
112,4.06245,208700
95,6.23083,208670
95,6.23083,208670
139,5.50686,208500
85,2.057,208348
85,2.057,208348
85,2.057,208348
96,2.63446,208130
80,1.06401,208000
72,0.424649,208000
123,4.33231,208000
80,0.156989,208000
80,1.06401,208000
80,1.06401,208000
72,1.01797,208000
65,0.741634,208000
120,4.06245,208000
72,0.156989,208000
85,2.057,207980
73,1.43364,207888
99,6.23083,207501
98.63,3.56307,207123
143,9.38009,207000
68,3.16964,207000
124,4.06245,207000
90,5.09024,207000
90,5.09024,207000
90,0.156989,207000
90,7.10026,207000
90,1.51172,207000
90,1.49218,207000
115,3.61967,207000
115,3.61967,207000
115,3.61967,207000
115,3.61967,207000
94,7.20064,206800
94,2.057,206800
94,1.89028,206272
94,2.01541,206272
67,2.16739,206000
86,2.057,206000
71,1.43364,205888
92,1.89028,205595
240,7.5944,205000
150,4.35832,205000
160,4.52945,205000
198,7.84599,205000
110,2.14118,205000
66,2.14118,205000
224,7.20064,205000
306,16.9378,205000
139,2.057,205000
198,8.66102,205000
74,2.14118,205000
103,0.156989,205000
103,1.5758,205000
103,1.32601,205000
88,5.09024,205000
116,2.70573,205000
97,1.05038,205000
117,3.55519,205000
125,2.057,205000
165,7.20064,205000
113,2.63446,205000
63,2.057,205000
103,0.156989,205000
103,0.424649,205000
103,0.156989,205000
92,1.15138,205000
60,5.64468,205000
54,0.825181,205000
72,0.409057,205000
103,2.34047,205000
84,2.52048,205000
77,1.12367,205000
125,3.16964,205000
98,0.156989,205000
298,26.7801,205000
264,10.4045,204900
94,2.14118,204900
61,4.90635,204900
81,4.90635,204120
91,1.0579,204000
108,3.36839,204000
87,3.16964,204000
88,2.057,204000
113,0.156989,204000
88,3.16964,204000
78,3.47996,204000
86,3.16964,204000
108,3.36839,204000
120,2.14118,204000
86,3.16964,204000
71,1.43364,203888
97,6.23083,203868
143,6.51185,203750
103,5.72892,203750
143,6.77913,203750
103,7.20064,203750
78.35,1.89028,203710
102,3.16964,203460
95,3.16964,203325
370,15.5261,203000
66,2.16739,203000
72,1.43364,202888
61,1.43364,202888
72,1.43364,202888
99,6.23083,202683
92,7.20064,202400
92,7.20064,202400
80.55,3.59195,202000
94,3.83992,202000
61,1.43364,201888
92,1.89028,201564
122,3.04747,201300
122,4.44433,201300
122,3.70029,201300
122,3.20643,201300
122,4.33231,201300
61,1.43364,200888
96,3.16964,200550
96,3.16964,200550
96,2.67382,200550
96,3.16964,200550
96,2.67382,200550
124,4.06245,200500
160,7.06187,200000
273,7.80819,200000
288,10.4045,200000
400,10.4045,200000
200,4.57727,200000
350,17.5813,200000
360,10.4045,200000
330,10.4045,200000
265,5.37728,200000
109,3.31788,200000
43,4.96553,200000
270,16.49,200000
180,7.11614,200000
267,7.10026,200000
203,12.4027,200000
286,10.4045,200000
600,13.1723,200000
300,7.20064,200000
118,0.411135,200000
87,3.16964,200000
86,2.67503,200000
70,2.14118,200000
104,0.156989,200000
67,0.578949,200000
80,1.06401,200000
145,3.59195,200000
88,1.0579,200000
74,0.424649,200000
90,4.30986,200000
96,1.56083,200000
80,1.06401,200000
67,0.424649,200000
77,1.86306,200000
64,0.424649,200000
96,1.06401,200000
67,0.60442,200000
145,7.20064,200000
86,2.30983,200000
70,0.424649,200000
80,2.057,200000
70,0.424649,200000
70,0.60442,200000
67,0.60442,200000
67,0.60442,200000
80,1.06401,200000
67,0.60442,200000
70,0.424649,200000
126,2.23724,200000
67,0.424649,200000
70,0.424649,200000
70,5.09024,200000
53,1.43364,200000
67,0.60442,200000
114,2.16739,200000
70,0.156989,200000
67,0.60442,200000
67,0.60442,200000
108,5.39366,200000
73,0.424649,200000
100,1.63052,200000
90,0.156989,200000
78,4.75884,200000
132,6.17354,200000
132,5.45091,200000
67,0.60442,200000
61,2.96816,200000
61,3.78758,200000
81,0.156989,200000
100,5.39366,200000
120,9.71245,200000
132,5.72892,200000
67,1.63052,200000
75,5.09899,200000
104,6.01333,200000
67,0.156989,200000
200,5.09899,200000
116,7.27721,200000
99,9.71245,199999
78,3.8098,199999
65,1.43364,199990
65,0.825181,199990
65,1.43364,199990
120,1.63052,199900
198,7.84599,199900
450,5.91953,199900
218,10.4045,199900
225,8.41157,199900
402,10.4045,199900
92,2.67503,199900
71,0.424649,199900
104,0.156989,199900
106,5.04594,199900
61,1.43364,199888
61,1.43364,199888
105,3.16964,199888
100,3.20643,199888
97,6.23083,199772
97,6.23083,199772
99,6.01907,199680
240,11.2391,199500
100,3.36839,199500
100,2.98057,199500
93,3.36839,199500
100,3.36839,199500
105,3.82023,199500
65,1.43364,199500
95,6.23083,199185
405,7.5944,199000
160,6.77976,199000
200,9.71245,199000
402,10.4045,199000
445,16.49,199000
390,11.7119,199000
399,11.4896,199000
156,8.04455,199000
445,16.49,199000
474,10.4045,199000
91,1.06401,199000
105,3.56307,199000
109,3.16964,199000
70,1.56083,199000
91,1.14995,199000
107,2.057,199000
84,0.424649,199000
93,5.29784,199000
98,0.966912,199000
110,0.345283,199000
72,0.424649,199000
79,9.71245,199000
200,8.41157,199000
87,1.91115,199000
91,1.06401,199000
125,0.156989,199000
67,0.660407,199000
83,0.351823,199000
91,1.1719,199000
116,4.78557,199000
70,2.057,199000
91,1.32601,199000
91,1.32601,199000
79,0.424649,199000
83,0.156989,199000
109.33,3.16964,199000
83,0.414536,199000
83,0.414536,199000
200,10.8419,199000
97,0.156989,199000
97,1.48815,199000
94,2.70644,199000
91,1.06401,199000
109,3.16964,198888
105,7.20064,198607
106,7.20064,198607
80,4.90635,198400
64,1.5758,198400
92,1.15138,198000
89,1.49218,198000
88,1.89028,198000
90,0.554301,198000
142,7.97201,198000
90,0.554301,198000
92,2.057,198000
90,4.33231,198000
80,0.897083,198000
102,4.06245,198000
63,2.14118,198000
142,7.97201,198000
103,2.057,198000
89,0.156989,198000
104,2.9817,197600
80,2.67382,197600
85,0.424649,197000
56,0.825181,196888
109,2.057,196000
109,2.057,196000
89.4,1.56083,196000
109,3.16964,196000
109,3.16964,196000
109,3.16964,196000
73,0.716527,195900
71,1.43364,195888
82,4.78557,195500
320,8.66102,195000
159,3.90821,195000
182,4.78557,195000
250,17.5813,195000
200,14.8455,195000
190,5.37728,195000
103,0.156989,195000
220,6.64683,195000
120,4.06245,195000
120,4.06245,195000
78,3.24775,195000
113,7.20064,195000
119,2.70573,195000
94,3.56307,195000
100,4.79129,195000
77,0.424649,195000
120,4.06245,195000
115,4.39265,195000
105,5.88604,195000
110,1.89028,195000
74,2.3617,195000
89,2.057,195000
110,2.26056,195000
65,2.14118,195000
100,4.79129,195000
113,7.20064,195000
97,0.970393,195000
78,2.84337,195000
90,0.424649,195000
77,2.16739,195000
78,2.057,195000
89.5,5.14228,195000
74,2.3617,195000
78,3.16964,195000
77,1.80938,195000
78,2.057,195000
120,3.31277,195000
113,3.48575,195000
96,1.89028,195000
120,4.06245,195000
100,4.79129,195000
65,0.156989,195000
78,2.87305,195000
105,6.01333,195000
120,4.06245,195000
100,4.79129,195000
97,9.71245,194920
80,9.71245,194900
88,1.89028,194128
88,2.01541,194128
78,2.84337,194000
84,2.057,194000
74,1.05806,193900
55,1.43364,193888
55,1.43364,193888
88,2.01541,193600
88,7.20064,193600
87,2.98057,193500
87,1.89028,193500
92.13,2.84337,193473
74,0.156989,193000
110,7.20064,193000
88,2.34323,193000
92,1.24542,193000
110,1.51172,193000
75,2.32942,193000
110,1.75873,193000
73,1.83145,193000
100,1.24542,193000
110,1.98259,193000
94,9.71245,192700
77,7.20064,192500
78.35,1.89028,192300
280,9.31894,192000
135,4.20169,192000
87,9.71245,192000
65,0.0246945,192000
100,6.1321,192000
67,1.43364,191888
88,1.06401,191800
79,0.156989,191180
79,3.20643,191000
106,7.36471,191000
79,4.33231,191000
57,2.14118,190950
79,5.09024,190914
87,9.71245,190900
87,3.20643,190674
72,2.9817,190634
500,9.71245,190000
180,7.20064,190000
428,8.41157,190000
247,1.63052,190000
200,8.34235,190000
127,6.57299,190000
310,0.156989,190000
176,7.8175,190000
264,16.49,190000
325,4.51105,190000
300,10.8489,190000
469,9.9554,190000
427,8.63667,190000
290,6.49376,190000
94,3.56307,190000
85,1.06401,190000
77,0.156989,190000
85,2.14118,190000
100,4.33231,190000
112,1.32601,190000
59,1.43364,190000
58,5.29784,190000
102,5.92751,190000
90,0.156989,190000
110,9.71245,190000
85,2.14118,190000
96,0.424649,190000
130,0.156989,190000
130,1.43593,190000
79.24,0.411135,190000
94,7.20064,190000
80,4.33231,190000
94,7.38714,190000
98,0.156989,190000
54,0.411135,190000
94,1.0054,190000
95,5.92751,190000
85,2.13541,190000
80,1.01797,190000
103,6.06306,190000
112,1.43364,190000
65,1.06401,190000
65,0.156989,190000
65,1.06401,190000
112,1.32601,190000
60,1.43364,190000
65,0.848632,190000
130,1.32601,190000
78,1.06401,190000
59,1.43364,190000
85,0.156989,190000
72,5.86727,189990
90,3.82023,189900
105,2.63446,189900
73,2.16739,189900
105,1.63052,189900
91,5.92751,189900
97,0.156989,189900
78,5.09024,189583
78,3.04747,189583
78,3.20643,189583
78,3.70029,189583
78,4.44433,189583
78,5.09024,189582
96,3.16964,189024
294,4.9886,189000
62,0.0827487,189000
208,7.62878,189000
86,4.66351,189000
88,0.156989,189000
89,1.53112,189000
67,3.16964,189000
129,3.90821,189000
91,3.56307,189000
72,6.0833,189000
85,2.99064,189000
92,3.56307,189000
129,3.90821,189000
91,3.56307,189000
58,0.180963,189000
55,0.492172,189000
129,2.24597,189000
129,1.63052,189000
55,0.424649,189000
91,3.48995,189000
91,3.56307,189000
92,2.70644,189000
55,0.414536,189000
56,1.43364,189000
92,6.34408,189000
129,4.47562,189000
55,1.63052,189000
91,3.56307,189000
129,3.90821,189000
85,2.99064,189000
88,0.156989,189000
69,2.057,189000
126,2.5322,189000
129,3.90821,189000
58,0.424649,189000
91,3.54341,189000
55,0.156989,189000
85,2.14118,189000
141,1.15138,189000
55,0.414536,189000
294,7.35684,189000
78,3.04747,188760
82,2.057,188600
81,3.16964,188500
318,6.67738,188000
254,7.06187,188000
89,0.966912,188000
127,5.74776,188000
77,1.06401,188000
64,2.057,188000
188,9.39322,188000
82,1.15138,188000
88,1.06401,188000
78,2.3504,188000
80,2.16739,188000
127,5.74776,188000
86.24,5.14228,188000
88,1.06401,188000
83,9.71245,187850
83,9.71245,187850
83,9.71245,187850
83,9.71245,187850
170,7.11614,187000
173,6.17354,187000
95,4.1511,187000
95,4.1511,187000
64,1.06625,187000
110,4.79129,187000
54.92,1.43364,186888
56,1.43364,186888
65,0.0827487,186000
70,2.96816,186000
93,2.9817,186000
120,4.78557,186000
120,4.78557,186000
96,2.61661,186000
93,9.71245,185980
55,1.43364,185888
55,1.43364,185888
88.26,3.56307,185346
122,5.9807,185000
240,8.41157,185000
200,2.98337,185000
227,15.5261,185000
300,6.58501,185000
160,10.3071,185000
180,3.01256,185000
438,8.41845,185000
200,4.669,185000
508,6.20116,185000
100,6.8129,185000
64,1.06401,185000
96,1.32794,185000
111,0.156989,185000
115,1.92489,185000
113,5.93544,185000
202,3.90821,185000
69,6.0833,185000
60,2.53084,185000
58,1.56083,185000
95,6.01333,185000
73,2.16739,185000
80,0.394769,185000
58,2.057,185000
80,1.1102,185000
80,1.11313,185000
80,1.10678,185000
74,0.424649,185000
74,0.424649,185000
105.58,1.06401,185000
96,1.56083,185000
96,1.56083,185000
96,0.156989,185000
96,1.05038,185000
96,0.308738,185000
106,3.83992,185000
124,7.20064,185000
85,1.95612,185000
124,4.8742,185000
80,0.932008,185000
64,2.057,185000
77,0.424649,185000
124,4.84875,185000
107,5.92751,185000
64,1.06401,185000
69,3.16964,185000
64,2.057,185000
132,7.47259,185000
64,1.0054,185000
64,1.79684,185000
67,2.12852,185000
124,4.8742,185000
106,1.48815,185000
98,1.94677,185000
128,3.00897,185000
106,1.56083,185000
78,3.16964,185000
106,8.15602,185000
100,5.09899,185000
106,0.156989,185000
106,1.88458,185000
72,2.16739,185000
78,3.16964,185000
64,2.057,185000
64,2.057,185000
57,0.825181,185000
77,0.156989,185000
64,0.994872,185000
80,1.09031,185000
95,1.88458,185000
85,1.5106,185000
80,3.83992,185000
132,7.38714,185000
132,7.38714,185000
96,1.0579,185000
106,1.56083,185000
85,0.156989,185000
64,2.16739,185000
99,2.14118,185000
72,2.14118,185000
92,5.09899,185000
72,2.057,185000
79,0.414536,185000
77,0.424649,185000
176,3.83992,185000
415,1.63052,184900
73,1.88458,184800
77,0.156989,184800
193,9.38009,184000
66,2.057,184000
66,2.67382,184000
66,2.67382,184000
81,2.057,184000
80,0.691768,184000
66,2.14118,184000
65,1.05806,184000
54,1.43364,183888
84,6.36535,183700
62,4.29808,183000
122,4.44433,183000
62,4.69648,183000
66,0.424649,183000
188,7.80819,182900
56,1.43364,182900
73,3.59195,182500
86,3.16964,182329
93,3.16964,182329
93,3.16964,182329
205,5.47531,182000
94,1.90083,182000
100,9.71245,182000
93,4.48386,182000
73,7.20064,182000
94,1.60348,182000
94,1.95259,182000
94,0.156989,182000
98,3.47996,182000
70,9.71245,182000
87,3.16964,182000
58,1.43364,181888
94,1.90083,181800
94,0.156989,181700
80,9.71245,181650
89,6.36535,181603
96,2.057,181400
100,3.16964,181000
95,4.5066,181000
125,2.70644,181000
78,2.85759,180965
67,0.424649,180900
58,1.43364,180888
53,1.43364,180888
53.99,1.43364,180888
81,5.14228,180410
65,1.43364,180100
97,2.70573,180000
100,2.17025,180000
160,15.9477,180000
152,3.16964,180000
186,9.39322,180000
300,5.91953,180000
300,15.5261,180000
190,5.0942,180000
120,14.8455,180000
163,15.5261,180000
181,5.39366,180000
306,15.4883,180000
220,9.09402,180000
208,3.75652,180000
130,7.80819,180000
180,5.79053,180000
232,9.31894,180000
152,7.20064,180000
442,12.4047,180000
320,9.31894,180000
155,9.48152,180000
593,2.40007,180000
220,8.9641,180000
350,17.624,180000
204,2.88491,180000
250,5.79053,180000
237,4.55249,180000
200,1.56083,180000
385,11.7119,180000
220,9.64188,180000
190,9.79729,180000
242,1.63052,180000
290,7.69767,180000
203,11.7119,180000
188,6.99065,180000
400,6.17354,180000
200,3.90821,180000
240,9.31894,180000
180,4.16521,180000
151,10.3071,180000
83,1.89028,180000
90,2.9817,180000
83,1.89028,180000
94,4.06245,180000
61,2.26694,180000
95,7.84599,180000
84,1.06401,180000
191,5.37728,180000
103,1.56083,180000
132,3.20643,180000
80,2.70047,180000
86,3.16964,180000
102,1.56083,180000
117,6.72591,180000
87,0.548847,180000
87,0.548847,180000
137,4.6032,180000
85,3.83992,180000
90,0.156989,180000
94,1.82541,180000
92,0.302323,180000
65,0.470155,180000
83,1.89028,180000
103,1.51172,180000
132,6.01907,180000
65,0.156989,180000
80,3.16964,180000
66,0.374622,180000
66,1.01797,180000
66,0.156989,180000
66,0.180963,180000
113,0.156989,180000
117,6.99227,180000
94,1.82541,180000
65,0.424649,180000
47,2.46768,180000
61,3.44741,180000
83,1.89028,180000
87,3.16964,180000
65,0.424649,180000
100,9.71245,180000
108,2.9817,180000
112,2.9817,180000
94,1.82541,180000
76,2.67382,180000
83,2.94191,180000
54,2.16739,180000
94,1.82541,180000
60,0.156989,180000
97,3.54341,180000
94,1.05806,180000
65,0.424649,180000
88,1.82865,180000
61,3.78758,180000
65,1.43364,180000
61,2.96816,180000
96,2.34047,180000
77,3.49778,180000
110,9.71245,180000
84,0.156989,180000
84,1.06401,180000
84,2.85759,180000
65,0.424649,180000
117,6.99227,180000
65,0.424649,180000
83,1.89028,180000
96,1.06401,180000
56,2.14118,180000
61,3.44741,180000
96,2.057,180000
87,0.548847,180000
87,0.548847,180000
96,4.13714,180000
120,2.78868,180000
90,0.411135,180000
88.72,6.8129,180000
98,2.057,180000
112,4.06245,180000
139,0.848632,180000
70,5.30318,180000
67,1.63052,180000
66,0.0827487,180000
83,1.89028,180000
47,2.14118,180000
94,4.06245,180000
160,7.10026,180000
100,3.56307,180000
64.5,1.43364,179990
251,1.63052,179900
134,9.71245,179900
125,2.16739,179900
54,1.43364,179888
83,5.9807,179800
123,6.778,179800
132,5.9807,179800
86,9.71245,179740
94,3.16964,179500
209,3.90821,179000
106,3.83992,179000
84,1.89028,179000
105,0.156989,179000
106,0.156989,179000
56,1.43364,179000
105,1.63052,179000
94,3.56307,179000
92,7.20064,179000
63,1.06401,179000
94,7.20064,179000
91,0.156989,179000
91,0.897083,179000
82,2.98057,179000
73,1.23374,179000
91,0.897083,179000
100,0.424649,179000
98,1.23374,179000
98,1.89028,179000
98,0.156989,179000
56,2.16739,179000
125,0.424649,179000
98,1.15138,179000
105,0.156989,178900
53,1.43364,178888
53,1.43364,178888
95,5.74776,178888
53,1.43364,178888
55,1.43364,178888
55,1.43364,178888
65,3.05761,178750
72,3.28289,178630
164,5.69251,178600
84,5.09899,178600
84,5.09899,178600
84,5.69251,178600
85,6.23083,178122
70,5.09024,178000
89,3.54341,178000
84,5.09899,178000
84,5.09899,178000
92,3.83992,178000
83,1.06401,177900
83,0.424649,177900
55.63,1.43364,177888
68.35,1.15138,177710
96,2.057,177600
65.7,1.89028,177390
65.7,1.89028,177390
430,12.5541,177000
82,1.97176,177000
103,0.156989,177000
103,1.29972,177000
81,3.13387,177000
87,6.36535,177000
103,1.05806,177000
86,4.78557,177000
61.53,0.424649,177000
82,1.97176,177000
55,1.43364,176888
54.62,1.43364,176888
55,1.43364,176888
75,7.20064,176700
82,9.71245,176500
84,4.06245,176400
240,6.51992,176000
240,7.20064,176000
80,1.60348,176000
112,1.89028,176000
88,3.16964,176000
55,1.43364,175888
62,1.43364,175888
93,2.057,175770
103,6.8129,175500
77.23,2.70644,175300
115,6.1321,175000
240,5.91953,175000
126,4.06245,175000
140,6.82567,175000
180,4.06245,175000
213,10.6964,175000
160,9.31894,175000
200,9.43082,175000
420,10.4045,175000
180,4.06245,175000
215,8.75055,175000
140,6.67169,175000
140,7.00273,175000
140,6.82567,175000
320,7.58397,175000
204,8.15326,175000
101,4.49736,175000
101,7.20064,175000
78,4.40545,175000
101,7.20064,175000
80,3.20643,175000
81,3.20643,175000
70,5.09024,175000
73,0.156989,175000
88,3.16964,175000
101,7.20064,175000
91,1.05038,175000
91,0.308738,175000
91,0.156989,175000
70,4.33231,175000
112,4.13674,175000
101,4.13714,175000
125,5.09899,175000
70,4.06245,175000
114,3.56307,175000
65,0.156989,175000
85,1.64318,175000
60,4.66351,175000
85,1.0054,175000
70,0.291297,175000
93,4.66351,175000
65,0.424649,175000
65,0.424649,175000
70,9.71245,175000
115,8.15602,175000
98,1.64318,175000
98,0.156989,175000
98,1.90083,175000
73,0.848632,175000
73,1.05806,175000
73,0.660407,175000
116,3.56307,175000
74,3.23837,175000
95,2.34047,175000
106,7.38714,175000
101,4.8742,175000
77,0.615798,175000
77,0.386123,175000
77,0.615798,175000
77,0.36256,175000
75.3,3.16964,175000
75.3,3.16964,175000
70,3.46202,175000
53,9.71245,175000
85,0.0246945,175000
98,1.95259,175000
91,1.0579,175000
65,0.424649,175000
90,4.06245,175000
115,9.71245,175000
140,5.74776,175000
80,0.156989,175000
440,1.63052,175000
140,7.0386,174990
250,7.11614,174900
128,9.71245,174900
90,9.28964,174900
60,4.90635,174900
78,0.156989,174900
54.62,1.57166,174888
54.62,1.43364,174888
81,0.291297,174500
79,6.0833,174000
87,3.20643,174000
85,5.64468,174000
87,2.9817,174000
54,1.43364,173888
54,1.43364,173888
55,1.43364,173888
58,1.43364,173888
79,4.44433,173558
86,6.01907,173340
76,2.98057,173000
76,2.98057,173000
105,7.20064,173000
76,3.13387,173000
66,1.05806,172900
87,3.20643,172888
57,1.43364,172888
58,1.43364,172888
57,1.43364,172888
74,3.16964,172615
85.74,3.16964,172594
50,1.43364,172500
78,4.33231,172348
82,2.70573,172200
234,3.90821,172000
230,7.24349,172000
60,1.06401,172000
59.51,1.06401,172000
86,3.16964,172000
60,1.01227,172000
60,1.01227,172000
55,1.43364,172000
82,9.71245,172000
60,0.424649,172000
54,1.43364,171888
133,7.20064,171570
75,2.9817,171500
75.3,3.16964,171300
75.3,3.16964,171300
69,4.90635,171120
75,2.9817,171100
95,4.33231,171000
74,3.00433,170940
65.7,1.89028,170820
66,3.79518,170500
95,4.83524,170064
95,4.83524,170064
94,7.20064,170064
120,4.78557,170000
300,8.03538,170000
250,8.03538,170000
130,3.40738,170000
108,26.7472,170000
230,5.75633,170000
570,13.1723,170000
100,2.85759,170000
200,6.72897,170000
302,9.31894,170000
100,2.78608,170000
116,4.51029,170000
120,4.43726,170000
96,2.70573,170000
199,15.9324,170000
215,8.54148,170000
72,2.70573,170000
250,8.03539,170000
72,2.79825,170000
88,7.06187,170000
96,2.70573,170000
284,12.4261,170000
91,5.82465,170000
200,5.09899,170000
490,9.31894,170000
59,5.14228,170000
71,1.60348,170000
91,2.057,170000
68,7.05503,170000
98,4.37268,170000
98,4.37455,170000
98,4.36998,170000
98,4.36256,170000
100,3.04747,170000
100,3.56307,170000
77,2.057,170000
91,2.057,170000
90,2.16739,170000
96,2.70573,170000
94,3.16964,170000
88,3.16964,170000
67,0.180963,170000
98,4.73454,170000
80,1.0054,170000
66,2.40861,170000
68,4.78557,170000
106,7.20064,170000
68,4.9667,170000
75,2.98057,170000
76,2.98057,170000
77,1.83145,170000
75,2.98057,170000
102,4.4049,170000
190,5.37728,170000
87,0.424649,170000
83,0.748575,170000
71,3.24775,170000
96,4.42996,170000
105,2.057,170000
100,3.54341,170000
100,4.44433,170000
100,3.20643,170000
100,3.70029,170000
78,1.5758,170000
190,5.37728,170000
85,2.9817,170000
116,7.20064,170000
68,4.78557,170000
81,9.71245,170000
200,3.90821,169900
80,0.582555,169900
68,4.32913,169900
81,0.582555,169900
68,0.156989,169900
77,2.057,169900
76,1.32493,169900
90,9.71245,169900
92,3.16964,169900
60,4.44791,169900
76,3.83992,169900
53,0.156989,169600
84,3.92228,169500
86,3.16964,169334
89,5.09024,169100
144,18.7499,169000
257,27.7617,169000
174,7.20064,169000
200,12.4263,169000
352,6.47096,169000
115,6.01164,169000
81,0.660407,169000
112,3.83992,169000
70,1.06401,169000
56,2.057,169000
66,0.424649,169000
85,1.0054,169000
99,8.15602,169000
95.93,4.20169,169000
81,0.692577,169000
67,2.9817,169000
73,0.156989,169000
85,2.63446,169000
86,3.16964,168822
86,3.16964,168822
86,3.16964,168822
86,3.16964,168822
86,3.16964,168822
86,3.16964,168822
86,3.16964,168822
78,9.71245,168300
284,9.38009,168000
240,9.19594,168000
160,14.8455,168000
90,0.156989,168000
69,3.83992,168000
82,4.06245,168000
80,0.156989,168000
67,2.057,168000
78,3.20643,168000
77,0.826691,168000
60,4.29808,168000
86,6.1321,167700
75,5.14228,167050
68,5.64468,167000
77,2.52048,167000
68,4.29808,167000
68,4.27141,167000
53.81,1.43364,166888
58,1.43364,166888
99,5.09899,166600
90,9.71245,166500
52,0.156989,166400
144,26.7801,166000
83,3.90821,166000
48,4.90635,166000
70,5.09899,166000
58,2.057,165900
55,1.43364,165888
138,7.20064,165600
64,3.79518,165500
87,4.55249,165300
164,9.71245,165000
201,8.41157,165000
260,26.7472,165000
84,6.69911,165000
254,6.62153,165000
156,7.80819,165000
255,5.91953,165000
123,15.5261,165000
210,10.8419,165000
490,9.31894,165000
255,11.196,165000
225,6.0833,165000
320,33.3736,165000
300,16.49,165000
134,7.23843,165000
59,5.72892,165000
68.33,4.29808,165000
68.33,4.27141,165000
62,2.67382,165000
79,2.14118,165000
89,6.36535,165000
104,1.01797,165000
65,1.06401,165000
77,1.15138,165000
66,0.308738,165000
78,9.71245,165000
62,2.057,165000
92,8.41157,165000
68,4.27141,165000
74,4.06245,165000
92,6.02467,165000
78,2.96816,165000
68,4.1511,165000
92,6.02467,165000
68,4.27141,165000
63,1.06401,165000
104,0.156989,165000
66,0.308738,165000
66,0.308738,165000
66,3.83992,165000
92,6.592,165000
92,6.02467,165000
80,0.156989,165000
63,1.06401,165000
83,5.09899,165000
95,5.30318,165000
68,4.1511,165000
68,4.27141,165000
59,1.06401,165000
62,4.78557,165000
115,7.10026,165000
75,1.32493,165000
78,4.53764,165000
58,1.06401,165000
58,2.67382,165000
74,1.15138,165000
78,1.23374,165000
63,0.741634,165000
100,1.1719,165000
119,4.78557,165000
71,1.87554,165000
120,5.64586,165000
65,2.34047,165000
68,4.27141,165000
89,9.71245,165000
78,4.40563,165000
86,0.932008,165000
90,4.66351,165000
95,5.12323,165000
64,3.16964,165000
78,5.99356,165000
108,4.78557,165000
91,6.23083,165000
83,0.424649,164900
63,0.424649,164900
58.32,1.43364,164888
68,4.27141,164888
85,1.06401,164888
122,4.57727,164700
75,3.16964,164530
94,3.55519,164500
81,6.36535,164470
112,9.31894,164000
80,9.71245,164000
52,1.06401,164000
74,5.29784,164000
79,9.71245,164000
74,9.71245,163328
72,9.71245,163250
51,0.156989,163200
111,9.71245,163200
63,0.414536,163000
105,6.01333,163000
63,0.414536,163000
63,0.424649,163000
54,1.43364,162888
78,1.32601,162888
86,2.057,162540
86,2.057,162540
86,2.057,162540
86,2.057,162540
86,2.057,162540
82,9.71245,162500
66,1.89028,162030
146,5.53123,162000
121,5.50399,162000
81,6.1321,162000
95,6.29805,162000
68,2.68192,162000
56,2.52048,162000
54,1.43364,161888
55,1.43364,161888
56,1.43364,161888
101,6.8129,161600
62,9.71245,161500
65.7,1.89028,161250
66,1.15138,161000
87,9.71245,161000
99,1.56083,161000
63,2.057,161000
70,6.88059,161000
87,6.36535,161000
54,1.43364,160888
54,1.43364,160888
101,4.49736,160500
158,5.91953,160000
110,4.8742,160000
154,26.7472,160000
420,10.4045,160000
200,15.5261,160000
296,12.5541,160000
200,7.80819,160000
210,17.5813,160000
216,8.15602,160000
95,5.91953,160000
383,33.3736,160000
136,5.37728,160000
327,17.5813,160000
238,16.49,160000
116,6.91654,160000
160,6.98217,160000
420,11.0524,160000
49,6.34408,160000
365,5.79053,160000
225,12.4263,160000
420,10.4045,160000
420,10.4045,160000
180,7.2846,160000
257,9.47804,160000
198,10.2354,160000
196,7.25945,160000
89,6.94854,160000
306,21.4865,160000
260,9.31894,160000
253,9.39322,160000
120,15.5261,160000
420,10.4045,160000
71,2.67503,160000
50,4.05054,160000
67,1.06401,160000
70,0.156989,160000
61,4.19315,160000
100,2.057,160000
174,5.91953,160000
74,0.156989,160000
134,11.8296,160000
82,6.01333,160000
94,4.78557,160000
134,7.84599,160000
62,3.79518,160000
72,0.932008,160000
104,5.9807,160000
80,2.67503,160000
80,3.25484,160000
155,5.91953,160000
95,4.33231,160000
76,1.60348,160000
61,0.156989,160000
82,9.39322,160000
83,9.71245,160000
83,3.16964,160000
83,2.9817,160000
64,3.8098,160000
54,0.394769,160000
54,0.424649,160000
36,0.424649,160000
95,3.16964,160000
78,2.02293,160000
95,5.09024,160000
75,7.38714,160000
134.22,7.84599,160000
95,6.29805,160000
74,3.00035,160000
60,0.848632,160000
94,8.88555,160000
81,1.83145,160000
69,5.92751,160000
71,2.67503,160000
76,2.67503,160000
72,4.73454,160000
60,1.06401,160000
60,1.06401,160000
60,0.156989,160000
80,1.89028,160000
79,7.25097,160000
75,7.37883,160000
59,0.760794,160000
50,3.8098,160000
